anno,ateneo,area,gruppo,classe_laurea,classe_des,nome_corso,level,provincia,comune,accesso,didattica
2024,Padova,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",triennale,PADOVA,PADOVA,nazionale,in presenza
2024,Padova,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",triennale,ROVIGO,ROVIGO,nazionale,in presenza
2024,Padova,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",triennale,TREVISO,TREVISO,nazionale,in presenza
2024,Padova,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",triennale,VICENZA,VICENZA,nazionale,in presenza
2024,Palermo,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,Dietistica (Abilitante alla Professione Sanitaria di Dietista),triennale,PALERMO,PALERMO,nazionale,in presenza
2024,Palermo,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale),triennale,PALERMO,PALERMO,nazionale,in presenza
2024,Palermo,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,Tecniche Audioprotesiche (Abilitante alla Professione Sanitaria di Audioprotesista),triennale,PALERMO,PALERMO,nazionale,in presenza
2024,Palermo,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),triennale,PALERMO,PALERMO,nazionale,in presenza
2024,Palermo,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),triennale,TRAPANI,TRAPANI,nazionale,in presenza
2024,Palermo,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,Tecniche di Neurofisiopatologia (Abilitante alla Professione Sanitaria di Tecnico di Neurofisiopatologia),triennale,PALERMO,PALERMO,nazionale,in presenza
2024,Palermo,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",triennale,PALERMO,PALERMO,nazionale,in presenza
2024,Palermo,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",triennale,TRAPANI,TRAPANI,nazionale,in presenza
2024,Parma,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,Dental Hygiene,triennale,PARMA,PARMA,nazionale,in presenza
2024,Parma,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,Tecniche Audioprotesiche (Abilitante alla Professione Sanitaria di Audioprotesista),triennale,PARMA,PARMA,nazionale,in presenza
2024,Parma,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),triennale,PARMA,PARMA,nazionale,in presenza
2024,Parma,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",triennale,PARMA,PARMA,nazionale,in presenza
2024,Pavia,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,Dietistica (Abilitante alla Professione Sanitaria di Dietista),triennale,PAVIA,PAVIA,nazionale,in presenza
2024,Pavia,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale),triennale,PAVIA,PAVIA,nazionale,in presenza
2024,Pavia,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,Tecniche di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare (Abilitante alla Professione Sanitaria di Tecnico di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare),triennale,PAVIA,PAVIA,nazionale,in presenza
2024,Pavia,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),triennale,PAVIA,PAVIA,nazionale,in presenza
2024,Pavia,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,Tecniche di Neurofisiopatologia (Abilitante alla Professione Sanitaria di Tecnico di Neurofisiopatologia),triennale,PAVIA,PAVIA,nazionale,in presenza
2024,Pavia,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",triennale,PAVIA,PAVIA,nazionale,in presenza
2024,Pavia,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,Tecniche Ortopediche (Abilitante alla Professione Sanitaria di Tecnico Ortopedico),triennale,PAVIA,PAVIA,nazionale,in presenza
2024,Perugia,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),triennale,PERUGIA,PERUGIA,nazionale,in presenza
2024,Perugia,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",triennale,PERUGIA,PERUGIA,nazionale,in presenza
2024,Piemonte Orientale,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale),triennale,NOVARA,NOVARA,nazionale,in presenza
2024,Piemonte Orientale,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),triennale,NOVARA,NOVARA,nazionale,in presenza
2024,Piemonte Orientale,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",triennale,NOVARA,NOVARA,nazionale,in presenza
2024,Pisa,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,Dietistica (Abilitante alla Professione Sanitaria di Dietista),triennale,PISA,PISA,nazionale,in presenza
2024,Pisa,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale),triennale,PISA,PISA,nazionale,in presenza
2024,Pisa,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,Tecniche Audioprotesiche (Abilitante alla Professione Sanitaria di Audioprotesista),triennale,PISA,PISA,nazionale,in presenza
2024,Pisa,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),triennale,PISA,PISA,nazionale,in presenza
2024,Pisa,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",triennale,PISA,PISA,nazionale,in presenza
2024,Roma Biomedico,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",triennale,ROMA,ROMA,nazionale,in presenza
2024,Roma La Sapienza,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,Dietistica (Abilitante alla Professione Sanitaria di Dietista),triennale,RIETI,RIETI,nazionale,in presenza
2024,Roma La Sapienza,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,Dietistica (Abilitante alla Professione Sanitaria di Dietista),triennale,ROMA,ROMA,nazionale,in presenza
2024,Roma La Sapienza,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale),triennale,FROSINONE,CASSINO,nazionale,in presenza
2024,Roma La Sapienza,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale),triennale,LATINA,LATINA,nazionale,in presenza
2024,Roma La Sapienza,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale),triennale,RIETI,RIETI,nazionale,in presenza
2024,Roma La Sapienza,Sanitaria e Agro-Veterinaria,Medico-Sanitario e Farmaceutico,L/SNT3,Professioni sanitarie tecniche,Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale),triennale,ROMA,ROMA,nazionale,in presenza
