anno,ateneo,area,gruppo,classe_laurea,classe_des,nome_corso,level,provincia,comune,accesso,didattica
2024,Roma Luiss,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Business Administration,triennale,ROMA,ROMA,accesso libero,in presenza
2024,Roma Luiss,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Economia e Management,triennale,ROMA,ROMA,accesso libero,in presenza
2024,Roma Luiss,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Management And Artificial Intelligence,triennale,ROMA,ROMA,accesso libero,in presenza
2024,Roma LUMSA,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Economia e Gestione Aziendale,triennale,ROMA,ROMA,accesso libero,in presenza
2024,Roma Marconi - telematica,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Economia Aziendale e Management,triennale,ROMA,ROMA,accesso libero,a distanza
2024,Roma Tor Vergata,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Business Administration & Economics,triennale,ROMA,ROMA,locale,in presenza
2024,Roma Tor Vergata,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Economia e Management,triennale,ROMA,ROMA,locale,in presenza
2024,Roma Tre,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Economia e Gestione Aziendale,triennale,ROMA,ROMA,accesso libero,in presenza
2024,Roma UNICUSANO - telematica,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,"Economia Aziendale e Management,",triennale,ROMA,ROMA,accesso libero,a distanza
2024,Roma UNINETTUNO - telematica,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Economia e Gestione delle Imprese,triennale,ROMA,ROMA,accesso libero,a distanza
2024,Roma UNINT,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Green Management e Sostenibilità,triennale,ROMA,ROMA,accesso libero,in presenza
2024,Roma UNITELMA - telematica,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Scienze dell'Economia Aziendale,triennale,ROMA,ROMA,accesso libero,a distanza
2024,Salento,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Economia Aziendale,triennale,LECCE,LECCE,accesso libero,in presenza
2024,Salento,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Management Digitale,triennale,LECCE,LECCE,accesso libero,in presenza
2024,Salerno,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Economia Aziendale,triennale,SALERNO,FISCIANO,locale,in presenza
2024,Salerno,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Economia e Management,triennale,SALERNO,FISCIANO,locale,in presenza
2024,Sannio,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Economia Aziendale,triennale,BENEVENTO,BENEVENTO,accesso libero,in presenza
2024,Sannio,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Economia Bancaria e Finanziaria,triennale,BENEVENTO,BENEVENTO,accesso libero,in presenza
2024,Sassari,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Economia e Management,triennale,SASSARI,SASSARI,accesso libero,in presenza
2024,Siena,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Economia e Commercio,triennale,SIENA,SIENA,accesso libero,in presenza
2024,Siena,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Economics And Management,triennale,SIENA,SIENA,accesso libero,in presenza
2024,Teramo,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Economia,triennale,TERAMO,TERAMO,accesso libero,in presenza
2024,Torino,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Amministrazione Aziendale,triennale,TORINO,TORINO,accesso libero,a distanza
2024,Torino,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Business & Management,triennale,TORINO,TORINO,locale,in presenza
2024,Torino,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Economia Aziendale,triennale,BIELLA,BIELLA,locale,in presenza
2024,Torino,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Economia Aziendale,triennale,CUNEO,CUNEO,locale,in presenza
2024,Torino,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Economia Aziendale,triennale,TORINO,TORINO,locale,in presenza
2024,Torino,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Management dell'Informazione e della Comunicazione Aziendale,triennale,TORINO,TORINO,locale,in presenza
2024,Trento,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Amministrazione Aziendale e Diritto,triennale,TRENTO,TRENTO,locale,in presenza
2024,Trento,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Economia e Management,triennale,TRENTO,TRENTO,locale,in presenza
2024,Trento,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Gestione Aziendale,triennale,TRENTO,TRENTO,locale,in presenza
2024,Trieste,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Economia e Gestione Aziendale,triennale,TRIESTE,TRIESTE,accesso libero,in presenza
2024,Tuscia,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Economia Aziendale,triennale,ROMA,CIVITAVECCHIA,accesso libero,in presenza
2024,Tuscia,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Economia Aziendale,triennale,VITERBO,VITERBO,accesso libero,in presenza
2024,Udine,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Banca e Finanza,triennale,PORDENONE,PORDENONE,locale,in presenza
2024,Udine,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Economia Aziendale,triennale,UDINE,UDINE,locale,in presenza
2024,Urbino,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Economia e Management,triennale,PESARO E URBINO,FANO,accesso libero,in presenza
2024,Urbino,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Economia e Management,triennale,PESARO E URBINO,URBINO,accesso libero,in presenza
2024,Verona,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Economia Aziendale e Management,triennale,VERONA,VERONA,locale,in presenza
2024,Verona,"Economica, Giuridica e Sociale",Economico,L-18,Scienze dell'economia e della gestione aziendale,Economia e Innovazione Aziendale,triennale,VICENZA,VICENZA,locale,in presenza
2024,Bari,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Commercio,triennale,BARI,BARI,accesso libero,in presenza
2024,Bergamo,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia,triennale,BERGAMO,BERGAMO,locale,in presenza
2024,Bologna,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,"Economia, Mercati e Istituzioni",triennale,BOLOGNA,BOLOGNA,locale,in presenza
2024,Bologna,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economics And Finance,triennale,BOLOGNA,BOLOGNA,locale,in presenza
2024,Bologna,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economics Of Tourism And Cities,triennale,RIMINI,RIMINI,locale,in presenza
2024,Bologna,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,"Economics, Politics And Social Sciences",triennale,BOLOGNA,BOLOGNA,locale,in presenza
2024,Bolzano,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,"Economia, Politica ed Etica",triennale,BOLZANO,BOLZANO - BOZEN,locale,in presenza
2024,Brescia,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Azienda Digitale,triennale,BRESCIA,BRESCIA,accesso libero,in presenza
2024,Ca' Foscari Venezia,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Commercio Estero e Turismo,triennale,TREVISO,TREVISO,locale,in presenza
2024,Ca' Foscari Venezia,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Commercio,triennale,VENEZIA,VENEZIA,locale,in presenza
2024,Cagliari,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Finanza,triennale,CAGLIARI,CAGLIARI,accesso libero,in presenza
2024,Calabria,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia,triennale,COSENZA,RENDE,locale,in presenza
2024,Cassino,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Commercio,triennale,FROSINONE,CASSINO,accesso libero,in presenza
2024,Cassino,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economics With Data Science,triennale,FROSINONE,CASSINO,accesso libero,in presenza
2024,Catania,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia,triennale,CATANIA,CATANIA,locale,in presenza
2024,Chieti e Pescara,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Commercio,triennale,PESCARA,PESCARA,accesso libero,in presenza
2024,Chieti e Pescara,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Informatica per l'Impresa,triennale,PESCARA,PESCARA,accesso libero,in presenza
2024,Chieti e Pescara,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,"Economia, Imprese e Mercati Finanziari",triennale,PESCARA,PESCARA,accesso libero,in presenza
2024,Ferrara,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia,triennale,FERRARA,FERRARA,accesso libero,in presenza
2024,Firenze,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Commercio,triennale,FIRENZE,FIRENZE,accesso libero,in presenza
2024,Firenze IUL - telematica,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,"Economia, Management e Mercati Internazionali",triennale,FIRENZE,FIRENZE,accesso libero,a distanza
2024,Foggia,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia,triennale,FOGGIA,FOGGIA,accesso libero,mista
2024,Foggia,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Management,triennale,FOGGIA,FOGGIA,accesso libero,mista
2024,Genova,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Scienze Economiche e Finanziarie,triennale,GENOVA,GENOVA,accesso libero,in presenza
2024,Insubria,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Management dell'Innovazione e della Sostenibilita',triennale,VARESE,VARESE,locale,in presenza
2024,Insubria,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Management dell'Innovazione e della Sostenibilita' - Digitale Integrato -,triennale,VARESE,VARESE,locale,mista
2024,Macerata,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Marketing per la Sostenibilità,triennale,MACERATA,MACERATA,accesso libero,in presenza
2024,Marche,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Digital Economics And Business,triennale,ANCONA,ANCONA,accesso libero,in presenza
2024,Marche,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Commercio,triennale,ANCONA,ANCONA,accesso libero,in presenza
2024,Messina,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,"Economia, Banca e Finanza",triennale,MESSINA,MESSINA,accesso libero,in presenza
2024,Milano,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Management,triennale,MILANO,MILANO,locale,in presenza
2024,Milano,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,"Economics: Behavior, Data And Policy",triennale,MILANO,MILANO,locale,in presenza
2024,Milano Bicocca,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,"Economia, Analisi dei Dati e Management",triennale,MILANO,MILANO,locale,in presenza
2024,Milano Bocconi,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economic And Social Sciences,triennale,MILANO,MILANO,locale,in presenza
2024,Milano Bocconi,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,"Economics, Management And Computer Science",triennale,MILANO,MILANO,locale,in presenza
2024,Milano Bocconi,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,International Economics And Finance,triennale,MILANO,MILANO,locale,in presenza
2024,Milano Cattolica,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia delle imprese e dei mercati,triennale,MILANO,MILANO,locale,in presenza
2024,Modena e Reggio Emilia,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Finanza,triennale,MODENA,MODENA,locale,in presenza
2024,Napoli Federico II,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Commercio,triennale,NAPOLI,NAPOLI,accesso libero,in presenza
2024,Napoli Parthenope,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Commercio,triennale,NAPOLI,NAPOLI,locale,in presenza
2024,Napoli Parthenope,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Management,triennale,NAPOLI,NOLA,accesso libero,in presenza
2024,Napoli Vanvitelli,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Commercio,triennale,CASERTA,CAPUA,accesso libero,in presenza
2024,Novedrate e-Campus - telematica,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia,triennale,COMO,NOVEDRATE,accesso libero,a distanza
2024,Palermo,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Finanza,triennale,PALERMO,PALERMO,accesso libero,in presenza
2024,Pavia,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia,triennale,PAVIA,PAVIA,locale,in presenza
2024,Perugia,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia Aziendale,triennale,PERUGIA,PERUGIA,accesso libero,in presenza
2024,Pisa,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Commercio,triennale,PISA,PISA,accesso libero,in presenza
2024,Reggio Calabria,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Scienze Economiche,triennale,REGGIO CALABRIA,REGGIO DI CALABRIA,accesso libero,in presenza
2024,Roma La Sapienza,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Finanza,triennale,ROMA,ROMA,accesso libero,in presenza
2024,Roma La Sapienza,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Relazioni Economiche Internazionali,triennale,ROMA,ROMA,accesso libero,in presenza
2024,Roma Luiss,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economics And Business,triennale,ROMA,ROMA,accesso libero,in presenza
2024,Roma LUMSA,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Commercio,triennale,PALERMO,PALERMO,accesso libero,in presenza
2024,Roma Tor Vergata,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Business Administration & Economics,triennale,ROMA,ROMA,locale,in presenza
2024,Roma Tor Vergata,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Finanza,triennale,ROMA,ROMA,locale,in presenza
2024,Roma Tre,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia,triennale,ROMA,ROMA,accesso libero,in presenza
2024,Roma Tre,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Big Data,triennale,ROMA,ROMA,accesso libero,in presenza
2024,Salento,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,"Economia, Finanza e Innovazione",triennale,LECCE,LECCE,accesso libero,in presenza
2024,Salerno,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Commercio,triennale,SALERNO,FISCIANO,locale,in presenza
2024,Siena,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economics And Management,triennale,SIENA,SIENA,accesso libero,in presenza
2024,Siena,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Scienze Economiche e Bancarie,triennale,SIENA,SIENA,accesso libero,in presenza
2024,Torino,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia,triennale,TORINO,TORINO,accesso libero,in presenza
2024,Torino,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Statistica per le Organizzazioni,triennale,TORINO,TORINO,accesso libero,in presenza
2024,Trento,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Management,triennale,TRENTO,TRENTO,locale,in presenza
2024,Trieste,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia Internazionale e Mercati Finanziari,triennale,TRIESTE,TRIESTE,accesso libero,in presenza
2024,Udine,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Commercio,triennale,UDINE,UDINE,locale,in presenza
2024,Urbino,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Management,triennale,PESARO E URBINO,FANO,accesso libero,in presenza
2024,Urbino,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Management,triennale,PESARO E URBINO,URBINO,accesso libero,in presenza
2024,Verona,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,Economia e Commercio,triennale,VERONA,VERONA,locale,in presenza
2024,Verona,"Economica, Giuridica e Sociale",Economico,L-33,Scienze economiche,"Economia, Imprese e Mercati Internazionali",triennale,VICENZA,VICENZA,locale,in presenza
2024,Bra Scienze Gastronomiche,"Economica, Giuridica e Sociale",Economico,LM/GASTR,Scienze economiche  e sociali della gastronomia,Food Industry Management,ciclo-unico,CUNEO,BRA,locale,in presenza
2024,Palermo,"Economica, Giuridica e Sociale",Economico,LM/GASTR,Scienze economiche  e sociali della gastronomia,Comunicazione per LEnogastronomia,ciclo-unico,PALERMO,PALERMO,accesso libero,in presenza
2024,Roma La Sapienza,"Economica, Giuridica e Sociale",Economico,LM/GASTR,Scienze economiche  e sociali della gastronomia,Management delle Scienze Gastronomiche per il Benessere,ciclo-unico,ROMA,ROMA,locale,mista
2024,Udine,"Economica, Giuridica e Sociale",Economico,LM/GASTR,Scienze economiche  e sociali della gastronomia,Scienza ed Economia del Cibo,ciclo-unico,UDINE,UDINE,accesso libero,mista
2024,Bologna,"Economica, Giuridica e Sociale",Economico,LM-76,Scienze economiche per l'ambiente e la cultura,Innovation And Organization Of Culture And The Arts,magistrale,BOLOGNA,BOLOGNA,locale,in presenza
2024,Ca' Foscari Venezia,"Economica, Giuridica e Sociale",Economico,LM-76,Scienze economiche per l'ambiente e la cultura,Economia e Gestione delle Arti e delle Attività Culturali,magistrale,VENEZIA,VENEZIA,accesso libero,in presenza
2024,Cagliari,"Economica, Giuridica e Sociale",Economico,LM-76,Scienze economiche per l'ambiente e la cultura,Management del Turismo e della Sostenibilità,magistrale,CAGLIARI,CAGLIARI,accesso libero,in presenza
2024,Milano,"Economica, Giuridica e Sociale",Economico,LM-76,Scienze economiche per l'ambiente e la cultura,Environmental And Food Economics,magistrale,MILANO,MILANO,accesso libero,in presenza
2024,Milano Bicocca,"Economica, Giuridica e Sociale",Economico,LM-76,Scienze economiche per l'ambiente e la cultura,Economia del Turismo,magistrale,MILANO,MILANO,accesso libero,in presenza
2024,Milano Bocconi,"Economica, Giuridica e Sociale",Economico,LM-76,Scienze economiche per l'ambiente e la cultura,Transformative Sustainability,magistrale,MILANO,MILANO,accesso libero,in presenza
2024,Milano Cattolica,"Economica, Giuridica e Sociale",Economico,LM-76,Scienze economiche per l'ambiente e la cultura,Economia e gestione dei beni culturali e dello spettacolo,magistrale,MILANO,MILANO,locale,in presenza
2024,Napoli Federico II,"Economica, Giuridica e Sociale",Economico,LM-76,Scienze economiche per l'ambiente e la cultura,Management del Patrimonio Culturale,magistrale,NAPOLI,NAPOLI,accesso libero,in presenza
2024,Perugia,"Economica, Giuridica e Sociale",Economico,LM-76,Scienze economiche per l'ambiente e la cultura,Management e Cultura Italiana del Cibo,magistrale,PERUGIA,PERUGIA,accesso libero,in presenza
2024,Roma La Sapienza,"Economica, Giuridica e Sociale",Economico,LM-76,Scienze economiche per l'ambiente e la cultura,Turismo e Gestione delle Risorse Ambientali,magistrale,ROMA,ROMA,accesso libero,in presenza
2024,Torino,"Economica, Giuridica e Sociale",Economico,LM-76,Scienze economiche per l'ambiente e la cultura,Georisorse e Gestione Ecosostenibile d'Impresa,magistrale,TORINO,TORINO,accesso libero,in presenza
2024,Tuscia,"Economica, Giuridica e Sociale",Economico,LM-76,Scienze economiche per l'ambiente e la cultura,Circular Economy,magistrale,ROMA,CIVITAVECCHIA,accesso libero,in presenza
2024,Bari,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,Consulenza Professionale per le Aziende,magistrale,BARI,BARI,accesso libero,in presenza
2024,Bari,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,Economia degli Intermediari e dei Mercati Finanziari,magistrale,BARI,BARI,accesso libero,in presenza
2024,Bari,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,Economia e Management,magistrale,BARI,BARI,accesso libero,in presenza
2024,Bari,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,Gestione Strategica e Marketing Digitale,magistrale,BARI,BARI,accesso libero,in presenza
2024,Bari,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,"Innovazione, Governance e Sostenibilità",magistrale,BARI,BARI,accesso libero,in presenza
2024,Bari,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,Strategie d'Impresa e Management,magistrale,TARANTO,TARANTO,accesso libero,in presenza
2024,Benevento Giustino Fortunato - telematica,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,Economia Aziendale,magistrale,BENEVENTO,BENEVENTO,accesso libero,a distanza
2024,Bergamo,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,"Accounting, Governance And Sustainability",magistrale,BERGAMO,BERGAMO,accesso libero,in presenza
2024,Bergamo,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,"Economia Aziendale, Direzione Amministrativa e Professione",magistrale,BERGAMO,BERGAMO,accesso libero,in presenza
2024,Bergamo,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,International Management And Marketing,magistrale,BERGAMO,BERGAMO,accesso libero,in presenza
2024,Bergamo,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,"Management, Innovazione e Finanza",magistrale,BERGAMO,BERGAMO,accesso libero,in presenza
2024,Bologna,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,Amministrazione e Gestione d'Impresa,magistrale,RIMINI,RIMINI,locale,in presenza
2024,Bologna,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,Business Administration And Sustainability,magistrale,FORLI'-CESENA,FORLI',locale,in presenza
2024,Bologna,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,Direzione Aziendale,magistrale,BOLOGNA,BOLOGNA,locale,in presenza
2024,Bologna,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,Economia e Commercio,magistrale,FORLI'-CESENA,FORLI',accesso libero,in presenza
2024,Bologna,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,Economia e Management,magistrale,FORLI'-CESENA,FORLI',locale,in presenza
2024,Bologna,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,"Economia, Consulenza e Professioni",magistrale,BOLOGNA,BOLOGNA,locale,in presenza
2024,Bologna,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,International Management,magistrale,BOLOGNA,BOLOGNA,locale,in presenza
2024,Bologna,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,Management dell'Economia Sociale,magistrale,FORLI'-CESENA,FORLI',accesso libero,in presenza
2024,Bologna,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,Service Management,magistrale,RIMINI,RIMINI,locale,in presenza
2024,Bolzano,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,Accounting e Finanza,magistrale,BOLZANO,BOLZANO - BOZEN,locale,in presenza
2024,Bolzano,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,Entrepreneurship And Innovation,magistrale,BOLZANO,BOLZANO - BOZEN,locale,in presenza
2024,Bolzano,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,Management del Turismo,magistrale,BOLZANO,BRUNICO - BRUNECK,locale,mista
2024,Brescia,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,Consulenza Aziendale e Libera Professione,magistrale,BRESCIA,BRESCIA,accesso libero,in presenza
2024,Brescia,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,Management,magistrale,BRESCIA,BRESCIA,accesso libero,in presenza
2024,Brescia,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,Marketing per il Made in Italy,magistrale,MANTOVA,MANTOVA,accesso libero,in presenza
2024,Ca' Foscari Venezia,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,"Amministrazione, Finanza e Controllo",magistrale,VENEZIA,VENEZIA,locale,in presenza
2024,Ca' Foscari Venezia,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,Global Accounting And Finance,magistrale,VENEZIA,VENEZIA,locale,in presenza
2024,Ca' Foscari Venezia,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,Innovation And Marketing,magistrale,VENEZIA,VENEZIA,locale,in presenza
2024,Ca' Foscari Venezia,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,International Management,magistrale,VENEZIA,VENEZIA,locale,in presenza
2024,Ca' Foscari Venezia,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,Management e Sostenibilità,magistrale,VENEZIA,VENEZIA,locale,in presenza
2024,Ca' Foscari Venezia,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,Marketing e Comunicazione,magistrale,VENEZIA,VENEZIA,locale,in presenza
2024,Cagliari,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,Economia Manageriale,magistrale,CAGLIARI,CAGLIARI,accesso libero,in presenza
2024,Cagliari,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,International Management,magistrale,CAGLIARI,CAGLIARI,accesso libero,in presenza
2024,Calabria,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,Economia Aziendale e Management,magistrale,COSENZA,RENDE,locale,in presenza
2024,Casamassima  LUM G. Degennaro,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,Economia e Management,magistrale,BARI,CASAMASSIMA,accesso libero,in presenza
2024,Cassino,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,Banca e Finanza,magistrale,FROSINONE,FROSINONE,accesso libero,in presenza
2024,Cassino,"Economica, Giuridica e Sociale",Economico,LM-77,Scienze economico-aziendali,Management,magistrale,FROSINONE,CASSINO,accesso libero,in presenza
